"age","gender","occupation","soc_1","soc_2","soc_3","soc_4","soc_5","soc_6","soc_7","soc_8","soc_9","soc_10","soc_11","soc_12","soc_13","soc_14","soc_15","soc_16","soc_17","soc_18","soc_19","soc_20","soc_21","soc_22","soc_23","soc_24","gbs_1","gbs_2","gbs_3","gbs_4","gbs_5","gbs_6","gbs_7","gbs_8","gbs_9","gbs_10","gbs_11","gbs_12"
34,"female","employed",4,5,5,5,4,4,4,5,4,4,4,5,4,4,4,5,4,5,4,5,3,4,4,5,4,4,4,4,4,4,2,1,2,1,3,1
59,"male","employed",4,4,3,4,3,3,5,4,4,4,4,4,3,4,4,4,4,3,2,3,2,2,3,3,3,4,3,3,2,2,3,3,2,3,3,3
25,"female","employed",5,5,5,5,4,5,5,5,4,5,5,5,5,5,4,5,5,5,4,5,4,4,5,5,4,5,4,5,4,5,1,1,1,1,2,1
38,"male","employed",4,4,3,4,4,5,5,3,4,4,4,4,4,4,4,5,5,5,4,4,4,5,3,4,4,4,4,4,4,4,2,3,2,1,1,3
54,"male","employed",5,4,5,4,5,4,4,5,3,4,4,5,5,5,5,4,5,5,4,4,4,5,4,5,4,4,4,4,4,4,2,2,2,1,2,2
27,"female","employed",5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,4,5,5,5,2,4,5,5,5,5,4,5,5,5,1,1,1,1,1,1
36,"female","employed",4,5,3,5,4,4,5,4,4,4,3,4,4,3,3,4,5,4,5,4,4,4,2,4,4,4,4,4,3,4,3,2,2,2,2,2
28,"female","employed",4,4,3,3,4,3,4,4,4,4,4,3,4,4,4,3,4,4,4,4,3,5,4,4,4,4,4,4,4,4,3,2,2,2,2,3
61,"female","retired",5,2,5,5,4,5,5,5,5,2,5,5,4,5,5,5,4,5,3,1,2,4,2,5,5,5,5,5,5,5,1,1,1,1,1,1
30,"male","employed",4,4,3,4,4,4,4,5,4,5,3,4,4,4,3,4,4,5,4,4,4,4,2,5,4,4,2,3,3,4,4,3,2,5,4,2
35,"male","employed",5,4,4,5,4,4,5,5,5,5,5,5,4,5,5,4,5,5,5,5,4,5,4,5,4,4,4,4,4,4,2,2,1,2,2,2
20,"female","current student",2,4,2,2,4,3,4,2,3,5,3,5,3,4,3,4,4,5,5,5,5,5,4,4,3,4,3,3,3,3,4,3,4,4,3,3
19,"female","employed",2,2,2,2,4,3,4,4,3,2,4,3,4,3,3,4,4,3,2,4,3,2,4,4,4,2,3,3,4,4,2,4,2,3,2,4
67,"male","employed",4,4,5,5,5,4,4,1,5,5,5,5,4,4,5,5,4,5,3,4,3,4,5,5,4,4,5,4,5,5,2,1,1,2,3,2
22,"female","part-time",2,4,3,4,4,4,4,5,4,4,5,5,4,5,4,5,4,4,2,4,3,3,2,5,4,5,3,4,4,4,2,2,1,2,2,2
27,"male","employed",3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,4,4,3,2,4,4,4,4,4,4,4,4,4,2,2,1,3,3
60,"male","employed",4,5,4,2,4,2,4,5,5,5,4,5,5,5,5,5,4,5,4,4,4,4,4,4,4,5,5,5,5,4,3,2,3,3,2,1
19,"male","current student",3,5,5,4,5,4,3,5,4,5,4,4,5,4,4,5,5,2,4,4,4,4,2,5,4,5,4,4,4,4,2,2,1,1,3,1
60,"female","employed",2,4,5,2,4,2,4,2,5,5,5,5,4,4,4,5,3,4,3,5,3,4,4,4,4,5,4,5,4,4,2,1,1,1,2,2
19,"female","unemployed",4,4,3,4,4,4,4,2,4,4,4,4,5,5,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,2,2,3,2
20,"female","current student",5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1
18,"female","current student",5,4,4,4,4,5,4,2,5,4,4,4,4,5,4,5,2,4,2,4,2,3,4,4,4,4,4,4,4,4,2,2,2,2,3,2
26,"male","part-time",2,4,3,3,4,2,4,5,3,5,4,4,3,4,3,5,4,4,4,3,3,4,2,4,3,5,4,3,4,2,4,2,2,3,3,1
21,"male","employed",5,4,5,4,4,5,4,4,4,5,4,5,4,4,4,5,4,5,4,4,4,5,5,5,4,5,4,3,5,4,2,3,1,2,2,4
29,"male","employed",5,5,3,5,5,5,5,5,5,5,3,3,3,5,4,4,5,5,5,5,5,5,5,5,5,5,3,2,5,3,4,5,3,5,5,5
22,"female","current student",2,5,4,4,4,3,4,5,5,5,4,5,4,5,4,4,4,5,2,4,4,4,2,3,4,5,4,4,4,4,2,3,2,2,3,2
57,"male","employed",1,2,3,2,2,2,3,1,2,2,4,3,2,2,4,2,4,5,2,2,2,2,1,4,2,3,2,4,3,2,4,2,4,4,4,3
19,"male","current student",4,4,2,2,4,4,5,4,4,2,5,4,5,5,4,4,4,5,4,4,4,4,4,4,4,5,4,4,5,5,1,1,1,1,1,1
21,"female","current student",2,3,3,4,5,4,4,4,3,4,5,4,2,4,4,5,3,4,4,2,2,3,2,4,4,5,4,3,4,4,1,3,1,1,3,1
46,"female","employed",3,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,5,4,3,4,5,4,4,4,4,5,5,4,4,4,1,1,2,1,2,1
22,"female","employed",2,5,3,4,4,4,4,4,4,5,5,4,4,4,4,5,4,4,4,4,3,4,4,4,4,5,4,4,4,4,2,1,1,2,2,2
20,"female","current student",4,4,5,5,4,4,5,5,4,4,4,4,4,4,4,5,5,5,5,4,4,5,5,5,4,5,4,4,3,4,3,3,3,3,2,2
20,"other","current student",2,4,5,4,4,5,3,2,4,4,4,4,5,5,4,4,2,4,3,5,4,2,3,5,4,4,4,4,4,4,2,2,3,2,2,2
20,"male","current student",2,4,4,4,5,4,4,2,4,4,3,4,4,4,3,4,4,5,3,4,4,4,2,4,4,4,4,4,4,3,3,1,2,2,2,2
20,"female","current student",1,3,4,4,3,4,2,5,4,4,4,4,3,5,4,4,4,4,2,4,4,3,3,4,3,4,4,2,3,4,3,2,5,4,3,2
27,"male","current student",4,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,5,5,5,5,5,5,5,1,1,1,1,1,2
22,"female","current student",2,4,4,4,4,4,5,5,5,5,5,5,4,4,4,5,5,4,4,4,4,4,2,2,5,4,4,4,2,4,2,2,2,2,2,2
20,"female","current student",3,2,2,5,3,3,4,5,4,4,4,4,3,5,4,5,3,4,4,5,4,4,4,4,4,5,4,4,4,3,2,3,1,2,2,1
42,"female","employed",2,2,2,4,3,3,3,2,4,3,2,4,3,3,3,3,4,4,3,4,4,3,3,4,3,3,3,3,3,3,3,2,3,2,3,4
76,"male","retired",2,4,4,3,2,2,3,2,4,3,4,4,3,3,3,4,3,3,3,2,2,3,2,2,4,4,4,3,2,4,2,2,2,2,2,2
19,"female","current student",5,4,4,4,4,5,5,1,4,5,5,4,5,4,4,5,4,5,4,4,5,3,4,5,4,4,4,4,4,4,1,1,1,1,1,1
63,"female","part-time",4,4,5,4,4,3,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,3,5,5,5,4,5,4,5,1,2,1,1,1,1
20,"female","current student",5,5,5,5,5,4,5,4,3,5,5,4,5,5,5,5,4,5,5,5,4,5,5,5,3,4,4,4,4,4,2,3,2,3,3,2
19,"male","current student",5,4,4,4,4,5,5,5,4,5,5,4,4,5,4,5,5,4,5,4,4,4,4,4,4,5,5,5,5,5,1,2,1,1,1,1
52,"female","employed",5,2,5,4,5,5,5,1,4,5,4,4,3,5,4,3,5,5,5,5,5,4,5,5,3,3,3,3,4,4,2,2,3,1,3,4
19,"female","current student",4,5,3,4,4,4,4,4,5,5,5,4,4,5,4,5,4,5,2,5,3,4,3,4,5,5,4,4,4,4,2,1,2,2,3,1
73,"female","retired",2,2,3,2,4,2,2,4,4,5,3,3,4,3,3,4,3,3,2,2,4,4,3,4,2,4,3,3,3,3,4,2,3,2,3,2
42,"female","unemployed",3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,3,4,3,4,4,4,4,4,4,4,2,2,2,2,2,2
19,"female","current student",2,2,4,2,2,3,3,2,4,4,5,5,4,4,4,4,3,4,3,4,3,3,2,5,4,4,4,5,4,4,3,2,4,2,2,1
21,"female","current student",3,4,4,4,4,4,4,4,5,5,5,5,3,5,4,5,4,4,3,4,4,4,3,4,4,5,4,5,4,5,2,5,1,2,2,1
21,"female","employed",2,3,3,2,4,2,3,4,3,4,4,4,2,2,3,4,3,4,3,4,3,4,3,4,2,4,3,3,3,4,3,3,3,3,3,3
49,"female","retired",2,4,4,4,1,2,4,5,4,5,4,4,4,4,3,4,2,4,1,2,4,4,1,4,4,4,4,4,4,4,2,2,2,4,2,2
23,"male","employed",5,4,4,2,5,4,5,1,3,2,4,2,2,4,2,2,4,4,5,1,4,4,1,4,2,2,3,4,4,2,4,4,4,5,4,2
20,"female","current student",4,4,3,3,3,3,4,2,4,5,3,4,4,5,4,4,4,5,3,4,3,5,2,5,5,5,4,4,4,4,2,3,1,1,2,1
19,"female","part-time",2,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,3,3,3,4,4,4,2,4,4,4,4,4,2,1,2,2,4,2
19,"female","employed",4,5,4,5,5,4,5,5,4,5,5,5,4,4,4,5,4,5,5,5,4,5,4,5,5,5,4,4,4,4,2,3,2,2,2,2
20,"female","current student",3,3,2,4,3,4,3,4,4,4,5,3,3,5,4,3,3,4,2,4,3,5,5,3,3,4,3,4,4,4,3,4,2,2,2,3
26,"female","employed",3,4,4,5,5,5,5,5,4,5,5,5,5,5,4,5,4,5,3,4,2,4,4,4,5,5,5,5,5,5,1,1,1,1,1,1
30,"female","current student",4,4,5,5,5,5,4,4,5,5,4,5,5,4,5,5,4,5,3,4,3,5,4,4,4,5,4,4,4,4,2,3,3,3,3,3
23,"male","part-time",2,4,3,2,4,4,3,4,3,3,4,3,4,3,4,3,4,4,4,3,2,2,4,4,4,4,4,3,3,4,2,4,2,2,2,3
27,"female","employed",4,4,4,4,4,3,2,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2
21,"male","current student",5,5,5,4,5,5,5,2,4,4,4,2,5,2,4,5,5,5,5,4,5,5,2,4,4,5,3,1,5,4,4,4,4,4,2,2
20,"female","current student",2,1,2,2,4,4,2,1,3,4,4,3,4,4,2,2,1,5,1,3,2,4,1,2,4,2,4,2,4,4,4,4,2,2,3,2
23,"male","employed",4,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,5,5,4,4,3,4,4,5,4,4,4,4,4,4,1,1,1,1,2,2
20,"female","part-time",1,1,1,1,1,1,1,2,2,1,1,2,2,1,5,3,2,4,2,1,3,1,2,4,4,1,4,1,3,1,5,5,5,5,5,4
21,"prefer not to say","current student",3,4,5,5,4,4,3,2,4,5,4,5,4,5,3,5,4,5,4,3,4,4,4,3,4,3,3,4,4,4,2,2,2,3,2,1
49,"female","employed",4,4,4,4,4,4,3,5,4,4,4,5,4,4,4,5,4,4,2,4,3,4,4,5,4,4,4,4,4,4,2,2,2,2,2,2
21,"female","part-time",2,4,4,3,4,3,4,4,3,4,4,4,4,4,3,4,4,4,3,4,4,4,2,4,4,4,4,4,4,4,3,2,2,3,2,2
20,"female","current student",3,4,4,4,4,5,5,4,4,4,5,5,4,4,4,5,4,5,3,4,4,5,4,5,4,5,4,4,4,4,2,2,2,2,1,1
NA,"female","part-time",4,3,4,4,5,4,5,2,4,4,3,4,4,3,4,4,4,4,2,4,4,2,2,4,4,4,3,3,3,4,4,3,2,2,3,2
19,"female","current student",4,4,4,2,4,4,4,2,4,4,4,5,4,4,4,4,4,5,4,4,4,4,5,4,4,4,4,4,4,4,4,3,3,2,2,3
21,"female","current student",4,4,4,5,5,4,5,4,4,5,5,4,5,5,4,5,5,5,4,4,4,5,3,4,4,5,4,4,3,4,2,2,2,2,3,2
20,"female","current student",5,4,3,4,4,4,4,4,3,3,3,4,5,4,5,4,4,5,4,4,5,5,5,4,3,4,3,3,3,4,4,4,5,4,3,5
21,"other","current student",4,5,5,4,4,5,5,2,4,5,5,5,4,5,4,5,5,5,4,4,5,4,3,4,4,4,4,5,5,5,2,1,3,2,2,2
19,"male","current student",5,5,4,4,5,5,3,5,4,4,5,4,4,3,3,4,4,4,3,5,3,5,3,4,4,5,4,3,3,4,1,1,1,3,1,1
20,"female","part-time",2,4,2,2,4,2,4,2,4,4,4,4,4,4,4,4,4,4,2,4,4,2,4,4,4,4,4,4,4,4,2,2,2,2,2,2
22,"male","employed",3,4,4,3,4,3,4,4,4,5,4,4,5,4,4,4,4,5,4,4,5,4,2,4,4,3,4,3,4,4,2,2,2,3,2,2
19,"female","current student",4,4,4,4,4,4,4,5,4,4,4,4,5,4,4,4,4,5,4,4,5,4,3,5,4,4,4,4,4,4,2,4,2,2,2,2
53,"female","employed",5,5,5,4,5,4,5,4,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,3,1,1,1,2,1
47,"female","employed",4,4,5,5,4,5,4,5,5,5,4,5,4,4,4,5,4,5,4,4,5,4,4,5,4,5,4,4,4,4,1,1,1,1,1,2
20,"male","current student",5,4,4,4,5,5,5,2,4,5,5,3,5,4,4,4,5,5,5,2,5,5,3,5,4,4,4,4,4,4,3,3,3,3,2,3
20,"female","unemployed",2,2,3,3,4,3,3,1,4,4,3,4,4,3,3,2,3,4,3,3,4,3,3,4,3,3,4,3,3,4,4,3,4,3,3,3
19,"female","current student",3,4,4,4,4,3,4,2,5,4,5,4,4,5,4,4,4,5,4,5,4,4,3,4,3,5,4,4,4,4,2,2,2,2,2,2
20,"male","current student",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2
18,"female","current student",2,2,2,2,3,2,2,2,3,4,2,3,3,4,3,4,4,4,3,2,4,2,4,4,2,3,4,4,2,4,4,2,2,4,3,4
19,"female","part-time",4,4,4,4,4,4,4,4,3,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,1,2,2,1
19,"female","current student",2,2,4,4,4,4,4,4,5,5,5,5,5,5,4,5,5,4,5,4,5,5,4,5,4,4,4,4,4,4,2,2,1,2,2,2
54,"male","employed",4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1
20,"female","current student",4,5,4,5,5,4,4,2,4,5,5,5,5,4,5,4,4,5,4,4,4,4,2,5,4,5,4,5,4,4,2,2,1,2,3,1
56,"female","retired",1,4,4,4,2,2,2,2,4,5,4,5,3,3,3,5,2,2,2,2,2,2,2,2,4,4,4,5,4,4,2,1,1,2,2,2
59,"female","employed",5,5,5,4,5,5,5,4,4,4,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,2,2,2,1,2,2
19,"female","current student",3,5,4,5,4,5,5,5,2,5,5,5,5,4,4,5,5,5,3,5,5,4,3,5,5,5,5,5,5,5,2,1,1,1,1,1
49,"female","employed",3,4,3,4,5,4,5,2,4,5,4,4,4,5,4,4,5,4,4,4,4,4,4,5,4,4,4,4,5,4,2,2,2,1,2,2
20,"female","current student",4,4,4,4,4,5,5,2,4,3,4,4,4,4,4,4,5,5,5,4,4,5,3,5,5,5,5,4,5,4,1,1,1,1,1,2
55,"female","employed",3,4,4,3,3,4,4,3,4,5,4,4,4,5,4,5,4,4,3,4,4,3,4,5,4,4,4,4,3,4,1,2,1,1,2,2
49,"male","employed",4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4,2,4,4,4,4,4,4,4,2,2,2,2,3,1
20,"male","current student",3,4,4,4,4,4,4,2,4,5,4,4,4,4,4,5,4,4,3,4,3,4,4,4,3,4,4,4,4,4,2,3,2,1,2,1
22,"female","current student",4,5,4,4,4,4,4,4,4,5,5,4,5,4,4,5,3,4,3,4,3,4,4,4,4,5,4,4,4,4,1,1,1,2,1,1
56,"female","retired",4,5,5,5,5,4,5,4,3,5,4,5,3,3,4,5,3,5,4,5,4,4,2,5,3,4,4,4,3,4,2,2,2,2,2,2
18,"female","current student",3,4,2,2,4,4,4,4,4,4,4,2,4,2,2,4,4,4,4,2,4,4,2,4,2,4,2,4,2,4,4,2,2,4,4,2
19,"male","employed",3,4,3,4,5,5,4,4,4,4,5,4,5,5,4,5,4,5,4,4,4,4,3,5,4,5,4,4,3,4,3,3,4,3,3,2
21,"male","part-time",5,3,4,4,3,4,5,4,4,4,5,4,4,5,4,4,4,4,3,3,3,3,4,4,4,4,4,3,3,4,2,2,2,2,2,2
22,"male","current student",3,4,4,4,3,3,3,4,3,3,4,4,4,3,3,4,4,5,2,3,4,4,3,4,3,3,4,3,4,4,2,2,2,3,2,2
55,"female","retired",2,3,2,3,2,2,4,2,4,5,4,4,4,4,5,4,3,4,2,3,4,5,2,3,3,5,3,3,4,3,2,2,2,3,4,3
24,"male","employed",4,4,5,4,5,4,5,5,4,5,5,4,5,5,5,4,4,5,4,5,4,5,4,5,5,5,5,5,4,5,1,1,1,1,1,1
57,"male","employed",1,4,4,4,2,3,2,4,3,3,4,4,3,4,4,5,3,4,4,4,3,2,2,3,4,4,3,4,3,4,3,3,2,2,4,3
57,"female","part-time",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,3,5,5,5,5,5,5,5,1,1,1,1,1,1
20,"male","part-time",2,5,4,4,4,4,3,3,5,4,5,5,4,5,4,5,4,5,4,5,3,5,3,5,5,4,5,4,5,5,2,1,2,2,1,2
48,"male","employed",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1
NA,"female","employed",1,4,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,3,4,4,4,4,2,2,2,2,2,2
20,"female","current student",2,1,2,2,2,2,3,4,3,2,4,2,3,3,2,2,2,4,2,2,2,4,2,4,3,4,4,4,2,3,3,4,2,2,2,4
20,"female","current student",3,3,4,5,5,5,4,5,4,4,4,5,4,4,5,5,4,5,3,4,4,4,3,3,4,4,4,4,4,4,2,2,1,1,3,4
18,"female","current student",4,4,4,5,5,5,5,4,5,5,5,5,5,5,4,5,4,5,4,5,4,4,4,4,4,5,4,4,4,4,1,2,1,2,1,2
60,"female","retired",2,4,4,4,4,4,2,4,4,4,4,4,4,3,3,5,4,4,4,4,4,4,1,4,3,4,4,4,4,4,2,2,1,2,2,2
19,"female","current student",4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2
19,"female","current student",2,4,4,2,5,1,4,2,5,5,5,5,4,1,5,5,2,5,2,4,3,2,3,4,4,5,5,5,3,5,2,1,2,3,2,1
54,"female","retired",4,3,2,3,3,3,5,5,4,4,4,3,3,4,4,4,4,5,4,4,4,5,3,3,4,4,4,4,4,4,2,2,2,2,2,2
36,"female","employed",5,5,5,5,5,3,5,3,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,1,1,3,1,1,3
52,"female","employed",3,4,4,4,3,4,3,5,3,5,4,4,3,5,4,4,4,4,3,4,4,2,4,4,4,4,4,4,4,4,2,2,1,1,2,2
19,"other","current student",4,3,4,4,4,4,4,2,4,5,5,4,4,5,5,4,4,4,4,4,3,4,4,4,5,4,5,3,4,4,3,3,4,3,2,2
19,"female","current student",5,2,5,4,5,5,4,3,3,5,5,4,4,4,2,2,5,5,4,4,5,5,5,5,4,5,4,4,3,4,2,3,1,1,3,3
28,"female","part-time",2,4,4,2,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,3,2,2
20,"female","employed",1,1,2,2,3,3,2,2,1,1,3,4,2,1,2,1,1,4,1,2,1,1,1,4,3,2,2,1,2,2,4,5,3,4,3,3
20,"female","current student",2,4,4,4,4,5,3,4,4,4,5,5,5,4,5,4,4,5,2,2,4,2,4,4,3,4,4,4,4,4,2,2,1,2,2,1
19,"female","current student",3,2,4,4,4,5,4,4,5,5,5,4,5,5,3,5,4,5,2,5,2,4,2,5,3,5,4,5,3,3,3,1,1,3,3,1
23,"male","current student",4,5,2,4,5,4,5,4,5,5,5,4,5,5,4,4,4,5,4,2,5,4,4,2,4,4,3,4,4,4,5,2,4,4,4,1
55,"female","employed",3,2,3,3,4,4,4,5,4,4,4,3,4,4,3,4,3,4,3,4,3,4,4,5,4,4,4,4,4,4,2,3,3,2,2,2
34,"female","employed",3,5,2,5,5,3,5,4,5,5,4,5,3,4,4,4,4,4,3,3,4,4,4,4,5,5,3,5,4,5,1,3,3,1,1,1
20,"male","current student",4,5,4,4,2,2,5,5,4,4,4,4,4,4,4,5,4,5,4,4,4,5,2,5,4,4,4,4,4,4,3,2,2,4,2,2
20,"female","current student",2,4,3,4,4,3,3,1,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,2,2,2,2,2,2
19,"male","current student",2,2,3,4,2,2,4,2,4,4,4,4,4,4,4,4,4,4,2,4,4,4,2,4,3,4,4,4,4,4,2,2,2,2,2,2
19,"female","current student",2,2,2,2,3,4,2,1,2,4,4,4,4,5,3,4,4,4,3,3,3,4,1,4,3,4,3,3,4,3,4,4,4,3,3,1
20,"male","employed",4,3,3,4,4,3,4,5,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,3,3,4,3,4,3,3,2,3
54,"female","unemployed",4,2,1,2,2,2,4,2,3,4,4,4,4,5,5,3,4,4,4,2,4,5,2,4,4,4,4,4,4,4,2,2,2,3,2,2
21,"female","employed",4,4,4,4,3,3,4,4,4,5,4,4,3,4,4,5,4,2,4,4,4,4,2,5,4,4,5,4,4,4,1,2,2,1,2,2
57,"male","employed",2,3,4,4,4,4,2,4,4,4,4,4,3,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2
57,"female","part-time",2,4,4,4,3,3,2,2,3,4,4,4,2,4,4,4,5,5,2,4,2,4,4,3,4,3,3,4,3,4,3,3,3,2,3,3
21,"male","current student",4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,5,4,4,4,4,4,4,1,4,4,4,4,4,4,4,1,1,1,1,1,2
53,"male","employed",1,5,5,5,3,3,2,4,5,5,4,5,1,4,4,5,4,3,3,3,2,2,2,4,4,4,4,4,4,4,1,1,1,1,1,1
19,"female","current student",4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,5,4,4,4,2,4,4,5,4,4,4,4,4,4,2,2,3,2,2,2
NA,"male","employed",2,3,4,4,3,3,2,2,4,5,5,3,4,4,4,5,2,4,2,3,3,2,2,4,5,4,4,4,4,4,4,2,2,1,2,2
20,"male","current student",3,2,3,2,2,5,2,2,4,4,4,4,4,3,2,2,4,4,4,2,2,1,1,4,3,4,3,3,3,4,2,3,2,4,3,2
22,"female","employed",2,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,2,2,3
20,"male","employed",3,4,4,3,4,2,4,1,4,4,4,5,4,4,3,4,4,4,4,4,3,4,4,4,4,5,4,4,4,4,2,2,2,2,3,2
25,"female","employed",1,3,3,1,3,2,3,1,3,2,4,3,2,3,3,3,4,4,4,3,2,2,2,3,4,3,4,3,4,3,4,3,3,3,4,4
19,"female","employed",4,4,5,4,5,4,4,5,4,5,5,5,5,5,5,5,4,4,4,5,4,5,5,5,4,5,4,4,5,4,1,1,2,2,1,1
78,"male","retired",2,2,2,2,2,2,3,3,4,4,4,3,3,3,3,4,4,4,3,3,3,4,4,4,3,3,4,3,3,3,3,2,3,2,2,3
60,"female","retired",3,4,4,4,4,4,4,2,4,5,4,4,4,4,4,5,4,5,4,4,4,4,2,2,4,4,4,4,4,4,2,2,2,2,2,2
51,"female","employed",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2
20,"female","current student",2,4,4,2,4,4,4,2,3,4,2,3,2,2,2,5,3,3,3,3,2,4,1,2,3,4,2,2,3,3,4,4,4,3,4,4
19,"female","current student",2,3,4,4,4,4,3,4,4,5,5,4,4,5,4,5,3,4,2,4,2,4,2,4,4,5,3,4,4,3,2,2,1,2,2,1
20,"male","employed",3,4,3,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3,4,3,4,4,4,3,4,4,4,2,4,2,2,3,2
19,"male","current student",2,3,3,3,2,2,3,4,2,4,4,3,2,4,3,3,2,4,2,4,4,4,2,4,3,4,3,3,4,3,2,3,3,4,2,2
20,"male","current student",4,3,3,3,4,4,4,4,4,4,4,3,3,3,3,5,4,5,4,3,4,4,3,4,3,4,3,3,3,3,4,3,3,4,3,3
57,"male","employed",2,5,4,5,3,1,3,5,4,3,3,4,3,4,4,4,4,2,4,4,4,2,4,2,4,4,4,4,4,4,2,2,2,2,3,2
20,"male","current student",4,4,4,3,5,4,5,4,4,4,5,4,4,5,4,4,5,5,4,4,4,5,4,4,3,5,4,4,4,4,3,2,3,3,4,2
19,"female","current student",1,2,3,3,3,2,2,2,2,4,4,3,2,2,2,4,3,4,1,2,2,3,2,3,2,4,3,2,2,3,5,4,4,4,4,3
19,"female","current student",4,4,4,4,4,4,4,2,5,4,5,4,4,5,3,5,4,5,4,3,3,4,4,3,3,4,4,3,4,4,4,3,5,4,4,3
20,"male","searching for employment",2,5,4,4,3,4,3,4,5,5,4,5,4,4,5,5,4,5,4,4,4,4,3,5,4,5,4,4,4,5,2,2,1,1,2,1
20,"male","part-time",4,4,5,4,4,4,5,4,4,4,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,1,3,2,1
56,"male","employed",1,4,4,4,2,2,2,3,5,3,4,5,3,4,3,4,3,4,3,3,3,2,4,4,5,4,5,5,4,4,1,3,1,1,2,1
27,"male","employed",2,4,4,4,4,4,2,2,4,4,4,4,4,4,3,4,2,4,2,4,2,2,4,3,4,4,4,4,4,4,2,2,2,2,2,2
19,"male","part-time",4,4,4,3,4,4,4,4,5,5,5,4,5,5,4,4,4,4,3,4,3,4,4,5,4,5,4,4,5,4,2,2,2,2,2,2
19,"female","current student",2,2,4,4,2,2,4,4,3,5,4,3,2,4,3,4,4,4,2,4,4,2,2,4,2,4,4,4,4,2,2,2,2,2,2,3
19,"female","current student",2,3,3,2,4,4,4,4,4,4,4,4,4,5,5,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2
22,"male","employed",3,2,1,2,4,3,4,4,4,4,5,3,4,5,5,4,4,4,3,2,4,4,5,4,4,4,2,2,3,3,3,4,5,4,4,2
24,"other","searching for employment",2,2,2,2,4,2,4,4,2,3,3,3,4,4,4,4,4,5,4,4,3,3,3,4,3,4,2,2,4,3,4,4,2,4,5,3
28,"male","employed",2,4,4,4,4,2,4,4,4,4,4,4,4,4,2,3,2,4,2,4,3,2,3,4,4,4,2,4,2,4,2,2,2,3,2,2
19,"female","part-time",4,4,4,4,4,4,5,3,5,5,4,5,4,4,4,5,4,5,3,4,4,5,4,4,4,4,4,4,4,4,2,2,3,3,2,2
28,"female","employed",2,2,4,4,3,3,2,5,3,2,3,3,3,3,3,2,2,3,3,3,3,3,5,4,3,3,3,2,3,4,3,4,4,3,3,3
20,"male","current student",3,4,4,4,3,3,4,4,4,4,3,3,3,4,3,4,3,4,3,4,3,4,3,5,3,3,4,3,4,3,3,3,3,3,4,2
